link,text
https://vk.com/wall-173849556_768,
https://vk.com/wall-173849556_767,
https://vk.com/wall-173849556_766,
https://vk.com/wall-173849556_765,
https://vk.com/wall-173849556_764,
https://vk.com/wall-173849556_763,
https://vk.com/wall-173849556_762,
https://vk.com/wall-173849556_761,
https://vk.com/wall-173849556_760,
https://vk.com/wall-173849556_759,
https://vk.com/wall-173849556_758,
https://vk.com/wall-173849556_757,
https://vk.com/wall-173849556_756,
https://vk.com/wall-173849556_755,"Тюку' минда по' невхы СССР' яна 100 поданда ханда. Юр"" по тяхана 1922 похона  н,арка' пэвдей' иры' 30 яляхана Советской Союз' ява н,адимы. Маня"" мал"" тикы яхана сояваць"", вадываць"". Маня"" мал"" советской школахана тохолкуваць"". Школан' тована мальн,гана н,обкарт' луца' вадам' ехэраваць"", тиканда учительна"" сидна"" н,ули"" сававна падарт'  тохолаць"". Н,адьбяна"" маня"" теда' н,ули"" сававна луца' вадавна теневава"". Совет' илан,гана маня"" яна' тер"" 70 по"" илець"". Тадкад теда' мале 30 по маня"" н,ани' илан,гана илева"". Тандаярка, Салехардахана"" н,арка' пэвдей' 8 яляхана КПРФ' партия' ненэця"" н,обт' малюрн,аць"", СССР' 100 по' ед торжественной мероприятием' мэн,аць"". Тамалян,гана коммунист"" н,эвахана мэна Елена Кукушкина лаханась, почетной грамота"" мипись.Тадкад таельцян,гана Мария Савельевна Приходько медальм' нямась. Пыда' илеванда'  ямбан школахана н,ацекэхэна манзарась. Нябиюм' медальм' нямавы Евдокия Тимофеевна Яркина.Тандаярка 80 поданда хаясь.Н,авнанда  пыда' н,окавна манзаравы, хаби' тан,оцян,гана илевы.Ханярина манзаравы, н,авар"" пирембавы, тикы хавна колхозхана н,обтикы  манзаи"" пэрмы. Пыди' хавнанди' н,ока"" ненэця"" грамота"", медаль"" нямаць"". Тадкад"" сава"" концерт н,ась."
https://vk.com/wall-173849556_754,
https://vk.com/wall-173849556_753,
https://vk.com/wall-173849556_752,
https://vk.com/wall-173849556_751,
https://vk.com/wall-173849556_750,
https://vk.com/wall-173849556_749,"(Лесной диалект)  Деты похона хомана ныптаку”  Хыԓа камай, дяши хэԓ” мыдюма” - нешаӈ дилхана деты поӈэ кадя. Шиниӈкуй шеԓу” ӈашки” дюԓмаӈ тайхана  нешади” диԓишат каԓыхина”  деты поӈ  дет ӈайта дяԓям по”тахана мэшту”. Каԓясамэхэна ӈайта ""Романтик"" нимита клубхана мансԓанна” нешади” деты поӈ дяԓям’ дёԓьше виԓяш мэӈатоньш”. Каԓтантуӈ чеԓ” хомана ныптакомаӈ мэты пытоӈ волонтёрӈэ мэна” нетуӈ няши ӈука ӈамым шеԓтаӈаш”. Меԓ дюԓкикана ненэй мят меӈаш”, мячинчетуӈ ӈамԓат пиԓиӈаш”. Праздникан томы” нетуӈ мянаԓмаӈ, шанакомаӈ мэты клубхана мансԓанна” куԓкаԓи” конкурсу” минԓеӈаш”. Ӈаԓка неша”, ӈашки” ненэй паныдётуӈ мэш футболхана шанакуш”, ӈынхат, посканхат дятоԓяш”. Чикиӈ камна командаха ӈопт ӈомш няханатуӈ мянаԓяш”. Апыӈ дёкушатԓям няханатуӈ нюмкупёԓьш шанакуш”, дяӈкум нютатаԓям шуԓьвиԓяш”, минаш няматата тэтԓям мянаԓяш”. Мят чеԓ” дет тонԓюта, ӈамԓу” пиԓипёмаӈ няӈ ӈайта ""Лучшая кухня"" нимита конкурс’ шеԓтаӈаш”. Праздникхана мэмы” неша” маньшту”, чикехена мянаԓчи” пиԓимы” ӈамԓы” дёԓьше ӈамсадяӈаш”. Мячинта” нетоӈ ӈамсадята каԓяӈ выдихина ӈамԓайтоньш”, ненэй нешаӈ няньхана, сакаԓдята”, ӈамсадята” ӈамԓыхина” мячинԓаптадятоньш. Деты по’ дяԓян томээ” кынсыхи” дюньшиԓеӈаш”, таԓани” маныдеӈаш”, коԓсудю” компюӈаш”. Каԓясамыӈ чеԓ” чики дяԓямтоӈ хома шоньшахана нетуӈ няш мэӈатоньш”. Ныптакуш”, няханатуӈ дёԓимяшуӈаш”. Чики дяԓяхана поӈ дямпхана хомана мансԓамы” экологиӈ дет тонԓюта проекту” шеԓтапёмы” нешаӈк каԓтантуӈ веԓв дипԓом’ патԓу” миӈаш. Ненэй неша” деты пон манԓе каамдят”. Нывышудёԓ, чешча диԓихина  ӈай ӈопт ӈомты”, ԓуши” шеԓумана деты понтуӈ дяԓям мэмантуӈ мэты.  Таттама ДК ""Снежный"" таттамы”  В Новый год отдохнули от души Ярко и колоритно! Жители Халясавэя встретили ""Новый год по Северному календарю"". В этот замечательный день работники ДК ""Романтик"" вместе волонтёрами установили ненецкий чум и организованы для сельчан различные мероприятия. Участники праздника играли футбол в малицах и ягушках, показали свою меткость в стрельбе из ненецкого лука и воздушной винтовки. В командных соревнованиях устроили такие состязания, как ""Бой медвежат"", ""Бег с капканом"", ""Быстрые олени"". Среди семей проведён кулинарный конкурс ""Лучшая кухня"". Гостей праздника угощали вкусной ухой, ненецкими лепёшками и сладостями. Песни, танцы, загадки, фольклорные напевы создали колорит и атмосферу торжества. Участники ненецкого Нового года получили заряд бодрости и массу положительных эмоций. В этот день самые активные жители Халясавэя были награждены дипломами главы администрации села за помощь в реализации экологических проектов и инициатив."
https://vk.com/wall-173849556_748,"Лесной диалект Ненэй неша” деты пон каамдят” Пюԓ дяхана диԓина” ненэй неша” деты пон каамдят”. Таԓкахана ""Новый год по Северному календарю"" нимита праздник’ мэӈаш”. Деты поӈ дяԓям мэмантуӈ мэт шанат тэмс неша” ""Прибрежный"" паркан ӈомаш”. Праздникан ӈомэ” куԓкаԓи” хома вачи” намтӈаш” шичитуӈ поздравиймантуӈ мэт томы” няхататоӈ”. Чики деты поӈ дяԓя выӈкай дилхат ӈычимы. Понантоӈ выӈкна диԓина” нешаӈи” каԓьтуӈ понтуӈ ненатумтма” тадяӈаймай”. Куԓка нум ӈаймям нумкай диԓимана, дяԓямана, нумкимана” неԓьчут каматаштомытуӈ. Ӈуп помтоӈ шича по’ӈя тонԓапёштомытуӈ.  Чейня хыԓаӈ кааммахат, дяку” хэԓ хомана кыниԓемахат деты пон камаштомэт. Неша” хыԓы мэвштуӈ дяхатуӈ дямташтомэт, хыԓы мятутуӈ мештомай”. Ты” падеԓта” неша” тытуӈ ӈомташтомай”, каԓитана” - каԓиташ чепяштомай”. Куки” неша” деты пон камаш каӈуԓонташ кяштомай”. Четаӈ таԓям выӈкай дилм ӈаԓтана” ӈашки” дюԓмаӈ тайхана деты поӈ праздниким  шанат нюча каԓтыхина” мэштутуӈ”. Чуки похона Таԓкахана ""Новый год по Северному календарю"" нимита праздникхантоӈ хомана ӈанатамэт”. Шанат тэмс нешаӈк тонԓюта Центр национальных культурахана мансԓанна” праздникан томы” хыниԓмаӈ мэт ӈаԓка концерт’ шеԓтаӈаш”. Ӈопшеԓ шича’дяӈкня творческий” номеру” ӈычимчеӈаш”. Кынсу” нешаӈ ватамана мэӈаш”, таԓаӈаш”. Чикиӈ камна шичитун, маныденаха” шанат тэмс нешади” танцы” ӈычимчеӈаш”. Мячинчетуӈ каньмаӈ тайхана ""Северный очаг"" нимита парк культуры ненэй мят меӈаш”. Кимя каняай, чикен чуштуш, шадяньштуш”. Чикиӈ камна Северный очагхана мансԓанна” ӈашки” шана’комаӈ мэты куԓкаԓи” шана’ку”, мэӈаш”. Поӈкнатуӈ мянаԓман ха’та пытатуӈ конуԓпишь” -вяԓкуԓоԓяш”, нэхэԓумпишь”. Каймы диԓихина Центр национальных культурахана мансԓанна” викторина ""Тата мунукама"" шеԓтаӈаш”. Чикехена мянаԓьш нэхэԓмэ” мячисы няамӈаш”. Деты поӈ дяԓян томэ” хомана ныптакуш”. Шанат тэмс неша” хомама шоньшахана нетуӈ няш чики праздниктоӈ мэӈатоньш”."
https://vk.com/wall-173849556_747,
https://vk.com/wall-173849556_746,
https://vk.com/wall-173849556_743,"Выӈкна ӈайта садик’ Ненэй мякна ӈайта садик. Выӈкна диԓина” ӈашкиуде” мятуӈ кявхана тохоԓкошту”. Чуки похона дю” по’ӈэ кадя, Пюԓ дяханана неԓьчеэй кочевой’ группам ӈаймяхаты. Четаӈ манԓе Каԓпюԓкана ӈайта ""Росинка"" нимита садикхана хампԓяӈк таԓьша мя”. Таняна ӈопшеԓы чет дю няхаԓ ӈашки” тохоԓку”. Ӈуп садик -мятоӈ ""Апыуди"" нимита Каԓпюԓкат няхаԓ дю” километраӈ дёԓьшкана ӈа. ""Апыдю начеэй"" чеԓ” ӈисыхана патԓы. Танядём ӈанохана кадямаш”, чет’ дю” минут миндямаш”. Ӈашкиуде” нешаӈ ватамана мунуш мячинчетоӈ дятаптайтуӈ. Выӈкна ӈайта садик’ манымантуӈ мэт Таԓкахат, Каԓпюԓкат мэна” ԓуши” не” таняна канӈаш”. Каԓитана” нешади” ӈисыхана, ненэй мякна ӈайта ""Апыуди"" нимита садикхана кашем дю” ӈашкиуди” тохоԓку”. Алена Айваседо выӈкай садикан шича похотата канӈа. Четаӈ манԓе не ӈашкиуде школан тохоԓко каймяӈ дет ӈанаты - ԓусаӈ ватамана мунумам, патнамам хомана чедими. Выӈкай садик –мякнантоӈ куԓкаԓи” ӈамытуӈ - тохоԓкош, ныптакош мэчитуӈ тадя”. Ними мятуӈ пейԓыхина тохоԓкошту”, пейԓычихантоӈ ӈай –шанакутуӈ мышчи”. Паныдётуӈ ӈявш, ӈучитуӈ матоԓьш мэтатуӈ мятуӈ пен’ тадя. Ӈаԓка нетуӈ тохоԓкотан нюча ӈашкиуде” шанакошту, мультфильм’ кинудю” маныдешту”. Шанакутуӈ, патԓотуӈ ӈука”. Ӈашки” падеԓьш, тохоԓампёшь шича воспитательхиӈ мансԓаӈахаӈ. Мятуӈ дет таԓана” ӈамыдётуӈ кампаптампюта няч’ шичеч няташту. Кочевой’ группахана мансԓанна” чупей чики ӈисыхана диԓиӈа”. Ольга Дмитриева хампԓяӈк поӈ нета” нюуди” тохоԓампёшь мансԓаӈа. Пыта мансдяӈ дет пединститутхат тохоԓко хитамахатата, минханта чукян мансԓаш томай. Пыта ӈупчики понанта чики ӈисыхана диԓимы. Тохоԓкомантуӈ камна ӈашкиуде” пихиня шанакошту”. Ненэй мятуӈ кявхана пынки”, вадяку”, ӈай ӈыди” шанакош мэта” ӈамы” тадя”. Нешади” ӈашкиуде” садик-мякнантоӈ хампԓяӈк дяԓяӈ тохоԓкошту”. Ӈамуԓмантуӈ мэты каԓьтуӈ мяктуӈ кяшту”. Чуки похона Каԓпюԓ няӈы выӈкна ""Росинка"" садикан тонԓюта хампԓяӈк группа. Таняна ӈопшеԓы чет’ дю” няхаԓ ӈашки” тохоԓку”. Каԓтыхий садикихит мэна” нетоӈ шичитоӈ пон вэтапёшту”, ӈамыԓи ватантуӈ садикантуӈ мансдяӈ дет ӈайта тадяӈяп –шичитуӈ няташту”. Чуки похона дю” поӈэ кадя Каԓпюԓ няна выӈкна, нешади” ӈашки” тохоԓампёшь мэта” кочевой’ группа” ӈычимахат. Таԓьша садик –мякна тохоԓкота” ӈашкиуде” меԓ ԓусан шеԓт, ватан тохошту”. Тайня школан тохоԓкош каймянтуӈ дёԓьшкана шаӈкмян ӈамым чедимяшту”. Таԓям хомана тохоԓкошту”, куԓкаԓи” ӈамым, тохоԓкомаӈ дет ӈайта шеԓтамам чедимяшту”. Ԓусаӈ шеԓу тохоԓампюмантуӈ камна выӈкай садикхана мэна” ӈашкиуде” каԓьтуӈ ватаманантуӈ кынас”, шутпяԓс” мэшту”, нешаӈ шанакохона” шанакошту”.  Лариса Айваседо патмы. Таттама”- Л. Айваседо таттамы”"
https://vk.com/wall-173849556_742,"Нешанатуӈ дяԓям мэӈа” Каԓясамыӈ чеԓ” ӈопт ӈомаш”. ""Романтик"" нимита клубханантоӈ «Нешаӈ  дяԓям»  мэӈаш”. Каԓтыхинантоӈ таԓьша мастер-класс, нешанатуӈ дет ӈайта неԓьчеэй мэматуӈ. Чики мероприятихина манԓе нитуӈ тадямэна касама” мянаԓяш”, пушашта, тат’ навэт нешаӈя кявнта” ӈаԓкаӈпой ӈашки’ неша”. Таняӈ томэ” майпёшь поӈкнатоӈ мянаԓяш”. Клубхана мансԓанна”, молодёжный советхана мэна” нетуӈ няш каԓтантуӈ чеԓ хомана ныптакомаӈ мэты куԓкаԓи” конкурсу” шеԓтаӈаш”. Мянаԓмы” каса”, хыниԓман мэт томы” неша” дёԓьше майдят. Каԓясамыӈ чеԓ” таньше поӈкнатуӈ мянаԓьчи”, шанакочи” маныдеш” дяԓянтуӈ кайвуно нитуӈ намт, тай’мана праздниктоӈ вильӈаш. Таттама” -ДК ""Романтик"" тамы”  В Халясавэй поздравили пап с Днём отца. В национальном селе впервые прошёл кулинарный мастер-класс, посвящённый Дню отца. В мероприятии приняли участие команды женатых отцов и будущих пап - холостяков. В течении вечера организаторы проводились для зрителей игры, а для пап ведущие подготовили шуточные вопросы на тему отцовства и различные состязания. Участники праздника получили массу положительных эмоций."
https://vk.com/wall-173849556_741,
https://vk.com/wall-173849556_740,
https://vk.com/wall-173849556_739,
https://vk.com/wall-173849556_738,
https://vk.com/wall-173849556_736,
https://vk.com/wall-173849556_734,
https://vk.com/wall-173849556_733,
https://vk.com/wall-173849556_732,
https://vk.com/wall-173849556_731,
https://vk.com/wall-173849556_730,
https://vk.com/wall-173849556_729,
https://vk.com/wall-173849556_728,
https://vk.com/wall-173849556_727,
https://vk.com/wall-173849556_726,
https://vk.com/wall-173849556_725,"Шанат тэмс нешаӈ кынас”, ненэй мэкатай” паны”, куԓкаԓи” конкурс”.🔥 Пюԓ дяӈ чеԓ” Международный день коренных народов мира нимита дяԓям мэӈаш”.👍 Праздникан томэ” поӈкнатуӈ мянаԓяш”, концерт’ маныдеӈаш”.👏  Национальные танцы, северные напевы, красочные костюмы, различные конкурсы и мастер-классы.👍👏Пуровчане отметили Международный день коренных народов мира.🔥"
https://vk.com/wall-173849556_724,
https://vk.com/wall-173849556_723,
https://vk.com/wall-173849556_721,
https://vk.com/wall-173849556_718,
https://vk.com/wall-173849556_717,
https://vk.com/wall-173849556_710,
https://vk.com/wall-173849556_709,"Хома шоньшахана неч’ няӈахаӈ Пуровский районхана ӈайта ЗАГСхана куптан ӈопкна диԓина”, нитуӈ хомана ватамы” нешай мят чеԓ” поздравийпиш”. Чикидю” поӈкна маня” ненэй неша няхадёна Тэсида Ефим Степанович и Зоя Ивановна тадямэӈаханьш. Пычи няхаԓ дю” мат похот ӈука поӈ чиԓьниймана, хома шоньшахана неч’ няш диԓиӈахаӈ. Каԓеч кашем дю” нюмч хомана ватамахатач, няхаԓ деваку ӈашкиудим ватамэхэӈ. Четаӈ вэкохоӈ пушахаӈ нич” нюувдехе” майпёштухуӈ. Ефим Степанович и Зоя Ивановна Самбуԓкаӈ няна выӈкна диԓиӈахаӈ. Пычи диланч дямпан калиташ ""Пуровский"" совхозхана мансԓамэхэӈ. Вэкохоӈ пушахаӈ хомана мансԓаманьч де’эмня куԓкаԓи” награда” патԓоч тадя”, ветеран Ямала ӈяш тунԓыхиӈ. Хома шоньшахана неч’ няманьч де’эмня, чиԓьниймана нич ватапёманч де’эмня 2012 похона Ефим Степанович и Зоя Ивановна медаль «За любовь и верность» няамӈаханьш. Праздникхана вэкохоӈ пушахаӈ ЗАГсхана ӈайта мят чеԓ” дет тонԓюта патаԓ питчамеч’ ӈамтаӈахаӈ. Шичеч нешади” дет тонԓюта общественный’ движенихина ""Ямал-потомкам!"" мансԓанна” поздравийӈа, мячисэтач миӈа"".  Маня” нешаӈя Ефим Степановичан и Зоя Ивановнан маман хаӈама”: нидяхаӈ канэԓ, хома шоньшахана неч’ няш куптаӈ диԓиӈадяхаӈ.💐  Их пример любви достоен уважения В День семьи, любви и верности в отделе ЗАГС Пуровского района торжественно чествовали супругов, чья любовь и жизнь достойны уважения. Ефим Степанович и Зоя Ивановна Тэсида в браке более 36 лет. Супруги Тэсида достойно вырастили и воспитали 12 детей, три из которых приёмные. Сейчас дедушка и бабушка радуются 7-м внукам и прививают им любовь к национальным традициям. Ефим Степанович и Зоя Ивановна живут в Самбургской тундре, до выхода на пенсию супруги работали рыбаками в совхозе «Пуровской». За свой труд не однократно поощрялись наградами разного уровня, имеют звание Ветеран Ямала. За долгую историю семейного союза и крепость отношений, за достойное воспитание детей в 2012 году супруги Тэсида были удостоены медали «За любовь и верность».  Поздравляем Ефима Степановича и Зою Ивановну с Днём семьи, любви и верности! Счастья, здоровья, долголетия!💐"
https://vk.com/wall-173849556_708,
https://vk.com/wall-173849556_707,
https://vk.com/wall-173849556_706,
https://vk.com/wall-173849556_705,
https://vk.com/wall-173849556_704,
https://vk.com/wall-173849556_703,
https://vk.com/wall-173849556_702,
https://vk.com/wall-173849556_700,
https://vk.com/wall-173849556_698,
https://vk.com/wall-173849556_695,
https://vk.com/wall-173849556_694,
https://vk.com/wall-173849556_693,
https://vk.com/wall-173849556_692,
https://vk.com/wall-173849556_691,
https://vk.com/wall-173849556_689,
https://vk.com/wall-173849556_688,
https://vk.com/wall-173849556_687,
https://vk.com/wall-173849556_686,
https://vk.com/wall-173849556_685,
https://vk.com/wall-173849556_684,
https://vk.com/wall-173849556_683,
https://vk.com/wall-173849556_681,
https://vk.com/wall-173849556_680,
https://vk.com/wall-173849556_679,
https://vk.com/wall-173849556_678,Выӈкай ӈисыхана” ходюуде” дяԓитахана вычуԓя”.  Каԓпюԓ няна диԓина” нешаӈи” неԓьчеэй тытоӈ диԓиӈ ӈайвахана вачуӈаш”. Чейняты” вачутамаӈ дёԓьшкана тэхэ”на мансԓанна” нешаӈи” – мансдятоӈ ӈокамшту. Деты вачумы” ходюудитуӈ дёхомаӈ тайхана тытоӈ дяԓитахана ӈомтапёштутуӈ.  В оленстадах ежедневно появляются новые ростки жизни. Рождение оленят для жителей тундры - событие радостное.
https://vk.com/wall-173849556_677,"Дяхана хэԓ кадя, нума дюпямты  Ледоход на реке Пяку -Пур – захватывающее зрелище, которое приковывает внимание. За ходом снежных глыб можно наблюдать часами, наслаждаясь мелодичным шуршанием льдин и плеском воды."
https://vk.com/wall-173849556_675,
https://vk.com/wall-173849556_668,Коренные северяне внесли большой вклад в Великую Победу 9 мая
https://vk.com/wall-173849556_667,Ниԓидена” хайноԓмаӈ де’эмня Пюԓдяна чеԓˮ хайноԓьш нэхэԓма дяԓям мэӈашˮ. Хэлакуˮ ԓуса” хайноԓьш чепьмахана шаӈкмян нешаӈ тэмс” хаймыхи” канаӈаш”. Чики хайноԓма похона” нука нешаӈ чок коӈаш”. Чет’ поӈ хайноԓмаӈ дямпны шича дю” мат’ миллионхат ӈука неша” шан мяктоӈ ниш ту”. Советская армияӈ нэхэԓтаны шанат дяӈ чеԓ” таӈкаш диԓинԓайташ”.
https://vk.com/wall-173849556_665,
https://vk.com/wall-173849556_664,
https://vk.com/wall-173849556_663,
https://vk.com/wall-173849556_661,
https://vk.com/wall-173849556_660,
https://vk.com/wall-173849556_659,
https://vk.com/wall-173849556_657,
https://vk.com/wall-173849556_656,
https://vk.com/wall-173849556_655,
https://vk.com/wall-173849556_654,
https://vk.com/wall-173849556_653,
https://vk.com/wall-173849556_652,
https://vk.com/wall-173849556_651,
https://vk.com/wall-173849556_650,
https://vk.com/wall-173849556_649,
https://vk.com/wall-173849556_648,
https://vk.com/wall-173849556_647,
https://vk.com/wall-173849556_646,
https://vk.com/wall-173849556_645,
https://vk.com/wall-173849556_644,
https://vk.com/wall-173849556_643,
https://vk.com/wall-173849556_642,
https://vk.com/wall-173849556_641,
https://vk.com/wall-173849556_640,
https://vk.com/wall-173849556_639,
https://vk.com/wall-173849556_638,
https://vk.com/wall-173849556_637,
https://vk.com/wall-173849556_636,
https://vk.com/wall-173849556_635,
https://vk.com/wall-173849556_634,
https://vk.com/wall-173849556_633,
https://vk.com/wall-173849556_632,
https://vk.com/wall-173849556_631,
https://vk.com/wall-173849556_630,
https://vk.com/wall-173849556_629,
https://vk.com/wall-173849556_628,
https://vk.com/wall-173849556_627,
https://vk.com/wall-173849556_626,
https://vk.com/wall-173849556_625,
https://vk.com/wall-173849556_624,
https://vk.com/wall-173849556_622,
https://vk.com/wall-173849556_621,
https://vk.com/wall-173849556_620,
https://vk.com/wall-173849556_619,
https://vk.com/wall-173849556_618,
https://vk.com/wall-173849556_617,
https://vk.com/wall-173849556_616,
https://vk.com/wall-173849556_615,
https://vk.com/wall-173849556_614,
https://vk.com/wall-173849556_613,
https://vk.com/wall-173849556_612,
https://vk.com/wall-173849556_611,
https://vk.com/wall-173849556_610,
https://vk.com/wall-173849556_609,
https://vk.com/wall-173849556_608,
https://vk.com/wall-173849556_607,
https://vk.com/wall-173849556_605,
https://vk.com/wall-173849556_604,
https://vk.com/wall-173849556_603,
https://vk.com/wall-173849556_600,"(Лесной диалект)  Кӭху” дяԓям мэӈа” Чуки диԓихина дяӈ тамна Преображения Господня нимича кӭху” дяԓям мэӈаш”. Маня” Пюԓ дяханана чики праздникхана Свято-Никольский храмхат мэна протоиерей Алексей Каԓпюԓант кадяш, выӈкна диԓина” нешади” мяту” няна канӈаш. Шита нятапёши Пуровское станичное казачье обществахат мэна” нянанта дятыԓяш”. Отец Алексей пон чейня каԓтыхит ԓакхана ӈайта нешади” мятумана дятэԓьчту. Кимя” мякна тадямэӈа”, кӭху” вэкуӈ топы чупей ӈомшту”. Чики кӭху” дяԓяӈ нямна ӈашкяхэна” мунуӈа, кунят таԓьча праздник ӈычимам вачаӈаш. Чики кӭху” дяԓя ними нимта Яблочный Спас, таԓям батюшка ӈочи” ӈашкиуди” мэты таӈаш. Тамыта ӈочита” кӭху” викна паԓидята. Кимя” крестик, иконкам мэман хаӈӈа”, чикехе” таԓьч миӈа. Таньше нешади” мякна мячидёԓьчи отец Алексей дилтуӈ нямна дюничаԓя. Нешаӈи” крещёный ниптуӈӈа ӈотнаӈ батюшкаӈ мэмы ватахи” хомана дюньшиԓешту”.  Лариса Айваседо патмы"
https://vk.com/wall-173849556_599,
https://vk.com/wall-173849556_598,
https://vk.com/wall-173849556_597,
https://vk.com/wall-173849556_596,
https://vk.com/wall-173849556_595,
https://vk.com/wall-173849556_594,
https://vk.com/wall-173849556_593,
https://vk.com/wall-173849556_591,
https://vk.com/wall-173849556_587,
https://vk.com/wall-173849556_586,
https://vk.com/wall-173849556_585,
https://vk.com/wall-173849556_584,
https://vk.com/wall-173849556_583,
https://vk.com/wall-173849556_582,
https://vk.com/wall-173849556_581,
https://vk.com/wall-173849556_580,
https://vk.com/wall-173849556_579,
https://vk.com/wall-173849556_578,
https://vk.com/wall-173849556_577,"Деты ту’ӈанум мээԓӈа”  Пюԓ дяхана диԓина” деты туʼӈанум мэ᾿эԓӈа”. Чики деты ӈанутоӈ Самбуԓкаӈ няна диԓимы, хайноԓми” дёԓьшкай хайноԓмы ветеран᾿ Ляд Айваседо ним᾿ нимиӈа. Четаӈ катер Ляд Айваседо Уренгойхат Самбуԓкаӈ дёԓьшат дятыԓя, тайня таняна пимта матамахатана ӈай пуняӈ тошту. Неԓьчеэй шеԓтамайтуӈ рейсханантоӈ шича᾿ дю” ӈуп неша” Уренгойхаты мяктоӈ Самбуԓкаӈ дёԓьшты кадяш”. Чики ӈано - катер КС-162 де᾿та Кострома няна ӈайта судомеханический заводхана шеԓтамы. Ямална ӈаԓка веԓв Дмитрий Артюхов манумахат Самбуԓкаӈ чеԓ” дятэԓьш мэсутат ӈанот округхат ӈайта вешахана” тэмтамэйтуӈ. Четʼдю” чет’ ӈамтуԓшанта, таӈок нешамʼ пэнштоны. Шитчет’ ӈамтуԓшанта каныԓчи” дет тасԓамы. Мат’ дюԓ” километр᾿ заправийватмэӈ маташтоны, скоростьта ӈуп часхана чет’дю” хампԓяӈк километр. Чикиӈ камна куԓкаԓи кысуй дяхамана кяш пиԓӈата, тэймана шетши. Хома нумкна Уренгойхат мансхаԓпта кампашата викня Самбуԓкаӈ дёԓьшты хампԓяӈк час᾿ миньшту. Куптана ӈайта каԓват чеԓхана” таԓьча деты ту᾿ӈано таԓаӈа. Четаӈ шехеԓыӈ дякутаны выӈняна ӈайта каԓват дёԓьшты таӈичохона туʼӈануԓихина дятэԓьчту”. Ӈуп неделяхана деты катертоӈ чет᾿ мэмаӈ Самбуԓкаӈ дёԓьшты кяштоны. Таԓям дятыԓмата куптана ӈайта каԓтыхина диԓинахана” хома.  Лариса Айваседо патмы, шат миԓ ТРК ""Луч"" Уренгойский студиӈ таттамы"
https://vk.com/wall-173849556_576,
https://vk.com/wall-173849556_575,
https://vk.com/wall-173849556_574,
https://vk.com/wall-173849556_573,
https://vk.com/wall-173849556_572,
https://vk.com/wall-173849556_571,
